id,category,paths,weeks,question_variants,answer,escalation_trigger,escalation_text,sources,advisor_reviewed,review_due,confidence_tier,notes
PMP-021,Pump Troubleshooting,A|B|C,all,How do I know if my pump flange size is correct?|how to tell if flange fits right|signs flange is wrong size|flange fitting check|is my pump flange the right size|how should nipple look in flange during pumping,"A correctly fitting flange has all of these: nipple centered in the tunnel and moving freely with each stroke without touching the sidewalls; 1-4mm of areola being drawn in with each cycle, not more; the nipple elongates comfortably toward the collection bottle rather than compressing; pumping feels like strong pressure but not pain or pinching. Signs the flange is too small: nipple rubs the tunnel walls, you feel friction during cycles, nipple appears white or has compression marks after pumping, or output is lower than expected. Signs the flange is too large: a ring of areola is being pulled in (often appearing red or irritated after pumping), breast tissue near the areola looks compressed or indented, and output is reduced. To measure: use a millimeter ruler on the nipple at its widest point before pumping (nipples expand during sessions), then add 3-4mm to get your starting flange diameter. Recheck sizing every few weeks in the first two months as engorgement resolves and nipple size settles.",no,,Medela sizing guide; Spectra sizing guide; IBCLC clinical consensus,,,,
PMP-022,Pump Troubleshooting,A|B|C,all,How often should I replace my pump parts?|when to replace pump membranes and valves|pump parts replacement schedule|how often to change pump valves|when to replace pump tubing|breast pump maintenance schedule,"Membranes and duckbill valves: every 4-8 weeks with daily double pumping, or immediately if you see any visible tears, holes, or stiffness — the valve should snap back promptly after each compression. Tubing: replace if moisture inside does not clear between sessions, if the tubing is discolored, or if you see any mold — mold in tubing cannot be cleaned out safely. Backflow protectors (closed-system pumps like Spectra, Motif): every 2-3 months, or immediately if moisture penetrates to the motor side. Flanges and collection cups: inspect monthly for cracks at the tunnel edge or connector neck; replace any with visible cracks. For wearable pumps (Elvie, Willow, Motif Aura Air), silicone components wear faster than hard plastic — follow the manufacturer timeline and check parts more frequently. Keeping one spare set of valves and membranes on hand prevents a worn part from derailing your pumping schedule. Many moms replace valves on a calendar reminder regardless of whether visible wear is present.",no,,Medela manufacturer guidelines; Spectra manufacturer guidelines; CDC breast pump cleaning guidance,,,,
PMP-023,Pump Troubleshooting,A|B|C,all,Is renting a hospital-grade pump worth it for me?|should I rent a hospital grade pump|hospital pump rental is it worth it|when do you need a hospital grade pump|hospital grade vs personal pump which is better|Medela Symphony rental worth it,"Hospital-grade pumps — such as the Medela Symphony or Spectra Gold — have more powerful motors (typically 300-380mmHg at top settings), programmable cycling, and closed systems built for long-duration continuous use. They generally outperform consumer double electrics for milk removal efficiency. Renting is likely worth considering in these situations: baby is in the NICU or premature, and establishing supply without direct nursing is the primary goal; milk has not come in by day 4-5 and output remains colostrum-level; diagnosed low supply is not responding to increased frequency and technique corrections; you have a history of breast surgery, IGT, or another anatomy factor that limits supply; or you are exclusively pumping in the first 6-8 weeks and a quality consumer pump is underperforming. Rental cost is typically $70-100 per month through hospital pharmacies, Medela's rental locator, or major pharmacy chains; some insurance plans cover rental with a prescription. For most moms with a healthy term baby nursing well, a quality consumer double electric is sufficient — the hospital-grade rental is for specific clinical situations, not a universal upgrade.",no,,ABM Protocol #8; LLLI pumping guidance; Medela clinical guidance,,,,
ADV-001,Advocating with Your Care Team,A|B|C,all,My OB doesn't seem supportive of breastfeeding — what do I do?|my doctor is not supportive of breastfeeding|OB discouraging breastfeeding what to do|provider doesn't support my breastfeeding goals|OB not helpful about nursing,"It's frustrating to feel like your care team isn't behind your goals. A few things help: be direct and specific — 'I'm committed to breastfeeding and would like your support in reaching that goal' opens a clearer conversation than hinting. Most OBs support breastfeeding in principle but may not bring it up proactively, or may default to formula recommendations out of habit rather than a specific concern about you. If your provider is actively dismissive after a clear conversation, you're allowed to seek a second opinion or ask for a referral to an IBCLC. You don't need your OB's enthusiasm to succeed, but you do deserve respect for your goals.",no,,AAP breastfeeding policy statement (2022); ILCA; ABM,,,,
ADV-002,Advocating with Your Care Team,A|B|C,all,My doctor recommended supplementing with formula — does that mean I have to stop breastfeeding?|doctor wants me to supplement with formula can I still nurse|can I keep breastfeeding if I need to give formula|supplementing and still breastfeeding is that possible|formula recommendation and breastfeeding,"No — supplementing with formula and stopping breastfeeding are two separate decisions. A recommendation to supplement means your provider wants to ensure baby is getting enough total intake; it doesn't mean nursing has to end. Many moms supplement temporarily while working on supply, or indefinitely as combination feeding, and continue breastfeeding for months. Ask your provider what the specific concern is, what the goal looks like, and how you'll know when the situation has resolved. An IBCLC can help you supplement in a way that protects your supply — so the two goals don't have to conflict. Supplementing doesn't mean giving up.",no,,ABM Protocol #3 (supplementation); AAP breastfeeding policy statement; LLLI,,,,
ADV-003,Advocating with Your Care Team,A|B|C,all,How do I tell my care team I want to breastfeed after a C-section?|breastfeeding after C-section how to ask for support|C-section and breastfeeding communication with care team|nursing after cesarean how to communicate that|asking for breastfeeding support after cesarean,"Breastfeeding after a C-section is entirely possible and common — early communication makes a real difference. Tell your OB and nursing staff before delivery: 'I plan to breastfeed and would like help latching as soon as I'm stable in recovery.' Skin-to-skin in the OR or recovery room is available at many hospitals if you and baby are doing well — ask for it specifically rather than waiting to be offered. C-section can cause a slight delay in milk coming in (24–48 hours later than vaginal birth) so knowing this in advance prevents unnecessary worry. Request a lactation consultant visit on day one rather than waiting for a problem to arise.",no,,ABM Protocol #2; AAP; WHO/UNICEF Baby-Friendly Hospital Initiative; LLLI,,,,
ADV-004,Advocating with Your Care Team,A|B|C,all,What should I ask my OB or midwife about breastfeeding before my due date?|prenatal breastfeeding questions for OB|what to discuss with OB about breastfeeding before birth|breastfeeding questions to ask provider before baby comes|prenatal appointment breastfeeding prep questions,"A prenatal conversation about breastfeeding is worth having. Useful questions: Does this practice refer to an IBCLC and how early can I see one? What is the hospital's policy on skin-to-skin and early lactation support? If I have a C-section can I do skin-to-skin in recovery? When should my milk come in and when should I call if it hasn't? Are there aspects of my history — breast surgery, thyroid issues, PCOS — that could affect supply and how will we monitor it? You don't need all the answers before birth, but knowing who your first call is if breastfeeding gets hard in week one makes a meaningful difference.",no,,ABM Protocol #5 (peripartum breastfeeding management); AAP; LLLI; ILCA,,,,
ADV-005,Advocating with Your Care Team,A|B|C,all,My pediatrician said my baby isn't gaining enough weight and wants me to supplement — what are my options?|low weight gain baby doctor wants formula|pediatrician concerned about baby weight and breastfeeding|baby not gaining enough weight what do I do|weight gain concern from pediatrician while breastfeeding,"Weight gain concerns deserve a specific response. Ask your pediatrician: exactly how much has baby gained, what is expected for this age and birth weight, and what is the concrete target for the next week? A supplement recommendation doesn't automatically mean formula — expressed breast milk can sometimes fill the gap. It also doesn't have to end breastfeeding. Ask if an IBCLC referral is possible to assess milk transfer alongside the weight issue — low weight gain sometimes reflects a transfer problem that can be corrected, not only a supply issue. If supplementing is genuinely needed, an IBCLC can help you do it in a way that protects your supply and nursing relationship.",yes,"If baby is losing more than 10% of birth weight, showing signs of dehydration, or your pediatrician considers this urgent, follow their guidance promptly. Weight concerns in the early weeks require timely follow-up — do not delay care.",ABM Protocol #3 (supplementation); AAP breastfeeding policy statement; LLLI,,,,
ADV-006,Advocating with Your Care Team,A|B|C,all,How do I find an IBCLC and what should I expect from a consultation?|what is an IBCLC and how do I find one|finding a lactation consultant near me|what happens at a lactation consultation|how to book an IBCLC appointment|what does an IBCLC do,"IBCLC (International Board Certified Lactation Consultant) is the gold-standard credential for breastfeeding support. To find one: ask your OB or pediatrician for a referral, check ilca.org or uslca.org, call your hospital's lactation department, or search your insurance's provider directory. Many IBCLCs offer home visits, telehealth, and clinic appointments. At a consultation expect a full history covering birth, feeding patterns, and weight trend; a real-time latch and feed assessment; and a specific personalized plan — not generic advice. Many consultations are covered under the ACA's preventive services provision — check with your insurer. A visit in the first week can prevent weeks of struggle. You don't have to hit a crisis before reaching out.",no,,ILCA (ilca.org); USLCA (uslca.org); ABM; ACA preventive services guidance (HRSA),,,,
ADV-007,Advocating with Your Care Team,A|B|C,all,How do I advocate for my breastfeeding goals with a provider who keeps suggesting formula?|care team pushing formula when I want to breastfeed|how to talk to doctor about my breastfeeding goals|OB keeps suggesting formula how to respond|advocating for breastfeeding with a skeptical provider,"Advocating for your goals doesn't make you difficult — it makes you an informed participant in your care. A useful framing: 'I hear your concern and I want to make sure my baby is getting enough. Can we talk about how to address that while also protecting my ability to breastfeed?' Ask your provider to name the specific concern and set a concrete target. You can ask for a short window to try targeted interventions — an IBCLC visit, increased nursing frequency, pumping after feeds — before adding formula, as long as baby isn't showing signs of significant concern. Listening to your provider and advocating for your breastfeeding goals are not mutually exclusive.",no,,AAP breastfeeding policy statement; ABM; ILCA; LLLI,,,,
EMO-009,Emotional Wellness,A|B|C,all,What is DMER?|what is Dysphoric Milk Ejection Reflex|DMER breastfeeding what does it mean|is D-MER a real condition|what is D-MER in breastfeeding,"D-MER stands for Dysphoric Milk Ejection Reflex. It's a physiological condition in which a mom experiences a sudden brief wave of negative emotion — sadness, anxiety, dread, emptiness, or irritability — at the moment of milk letdown, which resolves within 30–90 seconds once milk is flowing. Key features: it's tied specifically to letdown rather than to the feed as a whole; it happens with every letdown whether at the breast, from pumping, or from spontaneous letdown; and it is involuntary. D-MER has nothing to do with your feelings about your baby or about breastfeeding. It has been documented in the literature since 2007; Dr. Alia Macrina Heise is the leading researcher. D-MER.org is the most complete resource for both moms and providers.",no,,D-MER.org; Heise AM (2017) — Women's Lived Experience of D-MER. Clinical Lactation.; Ureño TL et al. (2019) — D-MER: A Case Report. Breastfeeding Medicine.,,,,
EMO-010,Emotional Wellness,A|B|C,all,Why do I feel a wave of dread or sadness right when my milk lets down?|negative emotion at letdown why does this happen|sudden sadness when milk comes in|feeling terrible at every letdown what is that|why does letdown make me feel anxious or sad,"What you're describing is the defining experience of D-MER (Dysphoric Milk Ejection Reflex). The current understanding: letdown is triggered by an oxytocin surge, but before that surge there's a dopamine drop. In most moms this drop is unnoticeable. In moms with D-MER, the drop is pronounced enough to produce a real involuntary wave of dysphoria — sadness, anxiety, dread, or hollow emptiness — that hits in the seconds before or at letdown. Once oxytocin takes over and milk is flowing, the sensation passes. Understanding that this is a dopamine fluctuation — not a reflection of how you feel about your baby or breastfeeding — can make it more tolerable to ride out.",no,,D-MER.org; Heise AM; Ureño TL et al. (2019) — D-MER: A Case Report. Breastfeeding Medicine.,,,,
EMO-011,Emotional Wellness,A|B|C,all,Is DMER the same as postpartum depression?|D-MER vs PPD how to tell the difference|is this D-MER or postpartum depression|can D-MER be confused with PPD|DMER and postpartum depression are they related,"D-MER and postpartum depression are distinct conditions. The clearest difference is timing: D-MER symptoms occur only at letdown and resolve within 30–90 seconds. PPD is a persistent mood disturbance present throughout the day — between feeds, at rest, and unrelated to letdown timing. D-MER is physiological in origin — a dopamine fluctuation — not a psychological disorder. That said, D-MER and PPD can coexist. If sadness, anxiety, or hopelessness persist between feeds or are present throughout the day independently of nursing or pumping, that's worth discussing with your provider as a separate concern. D-MER alone does not indicate postpartum depression — but the two are not mutually exclusive.",yes,"If sadness, anxiety, or hopelessness are present outside of letdown — between feeds, throughout the day, or in a way that interferes with daily functioning — please talk to your healthcare provider. These can be signs of postpartum depression or anxiety, which are very common and very treatable.",D-MER.org; Edinburgh Postnatal Depression Scale; postpartum mental health resources,,,,
EMO-012,Emotional Wellness,A|B|C,all,Is DMER common? Why hasn't my doctor heard of it?|why don't doctors know about D-MER|how common is Dysphoric Milk Ejection Reflex|is D-MER rare|why is DMER not well known among providers,"D-MER is more common than most moms or providers realize — and significantly underrecognized. It wasn't formally described in the literature until around 2007, so many providers weren't trained on it. A 2017 qualitative study by Dr. Alia Macrina Heise found D-MER reported across a wide range of moms at varying severity levels; many cases go unreported because moms lack the words for what they're experiencing or feel ashamed to describe it. Your doctor not knowing about it doesn't mean it isn't real — it means education on D-MER hasn't yet caught up with how many moms experience it. D-MER.org has resources written specifically for providers as well as moms.",no,,D-MER.org; Heise AM (2017) — Women's Lived Experience of D-MER. Clinical Lactation.; Ureño TL et al. (2019),,,,
EMO-013,Emotional Wellness,A|B|C,all,Does DMER go away on its own?|will D-MER resolve without treatment|how long does D-MER last|does D-MER get better over time|will DMER improve as my baby gets older,"For many moms, yes. D-MER frequently improves or resolves on its own by around 3–4 months postpartum as hormones regulate and the dopamine fluctuation at letdown becomes less pronounced. Some moms notice gradual improvement over several weeks; others experience a more sudden shift. For a subset of moms, D-MER persists throughout breastfeeding or remains significant. Severity matters — mild D-MER that's manageable with awareness and coping strategies is different from severe D-MER that significantly affects quality of life. Knowing that improvement is common within the first few months can help, especially in the early weeks when D-MER tends to be most intense.",no,,D-MER.org; Heise AM; Ureño TL et al. (2019),,,,
EMO-014,Emotional Wellness,A|B|C,all,What can I do to manage DMER?|DMER treatment options|how to cope with D-MER while breastfeeding|what helps with Dysphoric Milk Ejection Reflex|managing D-MER symptoms during breastfeeding,"Management depends on severity. For mild to moderate D-MER, the most effective step is often simply knowing what it is — many moms find that understanding the physiological cause (a dopamine drop, not a reflection of their feelings) makes the 30–90 second wave more tolerable. Distraction during the letdown window — a show, music, deep breathing — helps some moms. Lifestyle factors that support dopamine stability include adequate sleep, sufficient vitamin D, iron levels in a healthy range, and limiting caffeine which can amplify the dopamine fluctuation. For more significant D-MER, some cases have responded to medical management — talk to a provider familiar with D-MER about options. You don't have to white-knuckle through severe D-MER.",yes,"If D-MER is severe or significantly affecting your wellbeing and experience of breastfeeding, please talk to your healthcare provider. Medical management options exist and are worth discussing.",D-MER.org; Heise AM; Ureño TL et al. (2019); LLLI,,,,
EMO-015,Emotional Wellness,A|B|C,all,I only feel terrible for about 30 seconds when I start nursing — is that DMER?|brief wave of sadness at letdown is it D-MER|30 seconds of dread at letdown what is this|short burst of anxiety when milk lets down|only feel bad for a moment at letdown normal or not,"That timing is the defining hallmark of D-MER. A brief concentrated wave that hits right at letdown and resolves within 30–90 seconds — before the feed is well underway — is exactly what distinguishes D-MER from other postpartum emotional concerns. If you feel fine before nursing, experience that wave at letdown, and feel fine again once milk is flowing, D-MER is a very strong fit for what you're describing. The brevity doesn't make it less real — some moms experience this at every single feed and find it significantly affects their experience of nursing even though each episode is short. Naming it as D-MER — a dopamine fluctuation, not a sign something is wrong with you or your bond with your baby — is an important step.",no,,D-MER.org; Heise AM; Ureño TL et al. (2019),,,,
EMO-016,Emotional Wellness,A|B|C,all,Should I stop breastfeeding because of DMER?|is it okay to quit breastfeeding due to D-MER|D-MER making me want to stop breastfeeding|quitting breastfeeding because of Dysphoric Milk Ejection Reflex|D-MER so severe I am considering stopping breastfeeding,"That's a decision only you can make, and it's valid to weigh D-MER as a real factor. D-MER ranges widely in severity — mild cases are often manageable with awareness and coping strategies; severe cases can genuinely affect quality of life and are a legitimate reason to reconsider breastfeeding. A few things worth knowing before deciding: D-MER often improves by 3–4 months on its own. Medical management options exist for more significant cases and may not have been tried yet. Continuing to breastfeed through severe D-MER isn't always the right choice — some moms stop and find the relief meaningfully improves their wellbeing and experience of early parenthood. Any decision made with accurate information is a valid one.",no,,D-MER.org; Heise AM; LLLI; ABM,,,,
